stranger_afa 2151
ltl_afa 6873
bool_comb 466
noodler 12907
automata_inclusion 99
stranger_afa 1506
ltl_afa 182
bool_comb 78
noodler 12901
stranger_afa 1393
ltl_afa 832
noodler 12706
stranger_afa 1500
ltl_afa 5854
stranger_afa 1885
ltl_afa 5759
stranger_afa 1625
stranger_afa 2763
stranger_afa 1447
stranger_afa 1260
stranger_afa 2906
stranger_afa 1663
stranger_afa 1696
stranger_afa 3493
stranger_afa 1246
stranger_afa 1474
stranger_afa 3080
stranger_afa 2944
stranger_afa 3488
stranger_afa 2188
stranger_afa 1563
stranger_afa 2162
stranger_afa 1070
stranger_afa 1983
stranger_afa 882
stranger_afa 2120
stranger_afa 1648
stranger_afa 3888
stranger_afa 2220
stranger_afa 1592
stranger_afa 1253
stranger_afa 2583
stranger_afa 2092
stranger_afa 2018
stranger_afa 1109
stranger_afa 2142
stranger_afa 2213
stranger_afa 1408
stranger_afa 2183
stranger_afa 2006
stranger_afa 1771
stranger_afa 421
stranger_afa 1804
stranger_afa 2148
stranger_afa 1477
stranger_afa 1585
stranger_afa 1392
stranger_afa 2217
stranger_afa 2245
stranger_afa 298
stranger_afa 1440
stranger_afa 1575
stranger_afa 3568
stranger_afa 1624
stranger_afa 1220
stranger_afa 2160
stranger_afa 2163
stranger_afa 365
stranger_afa 2165
stranger_afa 1435
stranger_afa 1928
stranger_afa 2138
stranger_afa 2106
stranger_afa 360
stranger_afa 1806
stranger_afa 1984
stranger_afa 1250
stranger_afa 1614
stranger_afa 2204
stranger_afa 999
stranger_afa 2048
stranger_afa 1766
stranger_afa 1293
stranger_afa 257
stranger_afa 1416
